geo_id,name,total,hascomputer,dialup,broadband,nointernet,nocomputer
0500000US51143,"Pittsylvania County, Virginia",26330,20782,293,17158,3331,5548
0500000US51720,"Norton city, Virginia",1819,1522,6,1166,350,297
0500000US51065,"Fluvanna County, Virginia",9842,9195,54,8423,718,647
0500000US51007,"Amelia County, Virginia",4789,4111,8,3585,518,678
0500000US51840,"Winchester city, Virginia",10554,8693,24,7632,1037,1861
0500000US51001,"Accomack County, Virginia",13401,10611,74,8524,2013,2790
0500000US51063,"Floyd County, Virginia",6480,4994,14,4543,437,1486
0500000US51077,"Grayson County, Virginia",6542,4858,42,4157,659,1684
0500000US51135,"Nottoway County, Virginia",5542,4139,41,3512,586,1403
0500000US54033,"Harrison County, West Virginia",27436,22802,149,20518,2135,4634
0500000US54069,"Ohio County, West Virginia",17351,14246,89,11837,2320,3105
0500000US54013,"Calhoun County, West Virginia",2864,2187,91,1801,295,677
0500000US54065,"Morgan County, West Virginia",7166,6145,110,5312,723,1021
0500000US54081,"Raleigh County, West Virginia",31119,25351,108,22659,2584,5768
0500000US54007,"Braxton County, West Virginia",5491,4069,79,3482,508,1422
0500000US54001,"Barbour County, West Virginia",6416,5161,2,4332,827,1255
0500000US54047,"McDowell County, West Virginia",7711,5569,23,4646,900,2142
0500000US54099,"Wayne County, West Virginia",15799,11610,118,9588,1904,4189
0500000US54109,"Wyoming County, West Virginia",8823,6834,14,6039,781,1989
0500000US54035,"Jackson County, West Virginia",11178,8520,104,7305,1111,2658
0500000US54055,"Mercer County, West Virginia",24882,19549,76,16723,2750,5333
0500000US54097,"Upshur County, West Virginia",9378,7481,6,6467,1008,1897
0500000US54101,"Webster County, West Virginia",3811,2689,20,2455,214,1122
0500000US54003,"Berkeley County, West Virginia",43237,38668,247,34629,3792,4569
0500000US54019,"Fayette County, West Virginia",17795,14178,127,12534,1517,3617
0500000US54023,"Grant County, West Virginia",4556,3272,21,3056,195,1284
0500000US54027,"Hampshire County, West Virginia",9663,6785,56,5920,809,2878
0500000US54089,"Summers County, West Virginia",5489,3980,24,3202,754,1509
0500000US54009,"Brooke County, West Virginia",9957,8331,38,6979,1314,1626
0500000US54017,"Doddridge County, West Virginia",2647,2081,24,1683,374,566
0500000US54057,"Mineral County, West Virginia",11184,8362,43,7759,560,2822
0500000US54025,"Greenbrier County, West Virginia",15285,12080,125,10635,1320,3205
0500000US54031,"Hardy County, West Virginia",5521,4673,12,4159,502,848
0500000US54049,"Marion County, West Virginia",22942,19326,125,17644,1557,3616
0500000US54059,"Mingo County, West Virginia",10772,8137,24,7068,1045,2635
0500000US54029,"Hancock County, West Virginia",12697,10244,21,9077,1146,2453
0500000US54041,"Lewis County, West Virginia",6577,5235,37,4456,742,1342
0500000US54067,"Nicholas County, West Virginia",10472,8681,100,7629,952,1791
0500000US54075,"Pocahontas County, West Virginia",3579,2709,15,2505,189,870
0500000US54095,"Tyler County, West Virginia",3298,2531,49,2241,241,767
0500000US54083,"Randolph County, West Virginia",11254,8414,30,7330,1054,2840
0500000US54091,"Taylor County, West Virginia",6661,5411,30,4972,409,1250
0500000US54105,"Wirt County, West Virginia",2499,1953,0,1625,328,546
0500000US54015,"Clay County, West Virginia",3261,2348,0,2080,268,913
0500000US54021,"Gilmer County, West Virginia",2670,1985,30,1715,240,685
0500000US54061,"Monongalia County, West Virginia",38856,35109,132,32209,2768,3747
0500000US54063,"Monroe County, West Virginia",5744,4189,0,3610,579,1555
0500000US54103,"Wetzel County, West Virginia",5891,4393,55,3996,342,1498
0500000US54011,"Cabell County, West Virginia",39628,33237,258,27139,5840,6391
0500000US54039,"Kanawha County, West Virginia",79437,67372,249,59454,7669,12065
0500000US54071,"Pendleton County, West Virginia",3154,2156,31,1843,282,998
0500000US54077,"Preston County, West Virginia",12383,10250,83,9140,1027,2133
0500000US53035,"Kitsap County, Washington",101662,95844,338,90822,4684,5818
0500000US53033,"King County, Washington",865627,821382,2185,777496,41701,44245
0500000US53051,"Pend Oreille County, Washington",5782,5110,54,4012,1044,672
0500000US53055,"San Juan County, Washington",8025,7460,130,6666,664,565
0500000US53075,"Whitman County, Washington",17910,16957,75,14934,1948,953
0500000US53077,"Yakima County, Washington",82300,70582,560,61794,8228,11718
0500000US53015,"Cowlitz County, Washington",41397,36678,325,32694,3659,4719
0500000US53019,"Ferry County, Washington",3097,2496,101,1968,427,601
0500000US53041,"Lewis County, Washington",30262,26510,365,23114,3031,3752
0500000US53027,"Grays Harbor County, Washington",28263,24517,186,22728,1603,3746
0500000US53029,"Island County, Washington",34364,32258,151,30324,1783,2106
0500000US53069,"Wahkiakum County, Washington",1844,1612,26,1457,129,232
0500000US53021,"Franklin County, Washington",26316,23227,54,20685,2488,3089
0500000US53025,"Grant County, Washington",30651,26802,162,23956,2684,3849
0500000US53073,"Whatcom County, Washington",85008,78528,207,73211,5110,6480
0500000US53047,"Okanogan County, Washington",17527,14794,181,12856,1757,2733
0500000US53037,"Kittitas County, Washington",18003,16736,152,14944,1640,1267
0500000US53005,"Benton County, Washington",70983,64396,401,58155,5840,6587
0500000US53013,"Columbia County, Washington",1758,1520,0,1399,121,238
0500000US53003,"Asotin County, Washington",9171,8156,75,7169,912,1015
0500000US53023,"Garfield County, Washington",997,892,0,780,112,105
0500000US53045,"Mason County, Washington",23535,20897,283,19056,1558,2638
0500000US53065,"Stevens County, Washington",17433,14776,266,12543,1967,2657
0500000US53063,"Spokane County, Washington",198489,181332,1169,167373,12790,17157
0500000US53007,"Chelan County, Washington",28038,25271,132,21776,3363,2767
0500000US55105,"Rock County, Wisconsin",64538,56743,410,49287,7046,7795
0500000US55137,"Waushara County, Wisconsin",9869,8185,179,7115,891,1684
0500000US55001,"Adams County, Wisconsin",8619,7012,120,6095,797,1607
0500000US55007,"Bayfield County, Wisconsin",6963,5981,72,5438,471,982
0500000US55065,"Lafayette County, Wisconsin",6679,5433,118,4849,466,1246
0500000US55081,"Monroe County, Wisconsin",17772,14717,184,13306,1227,3055
0500000US55093,"Pierce County, Wisconsin",15367,13723,143,12417,1163,1644
0500000US55141,"Wood County, Wisconsin",32245,27260,267,25052,1941,4985
0500000US55003,"Ashland County, Wisconsin",6546,5389,68,4537,784,1157
0500000US55015,"Calumet County, Wisconsin",19567,17874,101,16786,987,1693
0500000US55037,"Florence County, Wisconsin",2010,1688,14,1379,295,322
0500000US55019,"Clark County, Wisconsin",12800,9743,175,8600,968,3057
0500000US55055,"Jefferson County, Wisconsin",32866,29095,296,26282,2517,3771
0500000US55059,"Kenosha County, Wisconsin",63423,57158,311,52202,4645,6265
0500000US55051,"Iron County, Wisconsin",3003,2529,56,2158,315,474
0500000US55109,"St. Croix County, Wisconsin",33674,31101,266,28266,2569,2573
0500000US55083,"Oconto County, Wisconsin",15940,13585,166,12177,1242,2355
0500000US55069,"Lincoln County, Wisconsin",12547,10745,113,9436,1196,1802
0500000US55135,"Waupaca County, Wisconsin",22024,18675,270,16762,1643,3349
0500000US55005,"Barron County, Wisconsin",19108,16360,152,14042,2166,2748
0500000US55113,"Sawyer County, Wisconsin",7634,6276,87,5536,653,1358
0500000US55047,"Green Lake County, Wisconsin",7935,6494,116,5704,674,1441
0500000US55077,"Marquette County, Wisconsin",6516,5341,82,4749,510,1175
0500000US55075,"Marinette County, Wisconsin",18631,15627,175,13783,1669,3004
0500000US55101,"Racine County, Wisconsin",76384,67271,399,61049,5823,9113
0500000US55139,"Winnebago County, Wisconsin",70173,62445,550,57092,4803,7728
0500000US55041,"Forest County, Wisconsin",4029,3256,45,2701,510,773
0500000US55043,"Grant County, Wisconsin",19401,16509,262,14601,1646,2892
0500000US55107,"Rusk County, Wisconsin",6382,5048,111,4300,637,1334
0500000US55117,"Sheboygan County, Wisconsin",47303,41557,303,38302,2952,5746
0500000US55067,"Langlade County, Wisconsin",8594,6946,92,6071,783,1648
0500000US55087,"Outagamie County, Wisconsin",72947,65968,539,61416,4013,6979
0500000US55123,"Vernon County, Wisconsin",12080,9570,185,8492,893,2510
0500000US55021,"Columbia County, Wisconsin",23790,20746,197,18626,1923,3044
0500000US55061,"Kewaunee County, Wisconsin",8238,6966,90,6112,764,1272
0500000US55009,"Brown County, Wisconsin",104133,93044,655,85600,6789,11089
0500000US55073,"Marathon County, Wisconsin",55377,48354,511,44202,3641,7023
0500000US55085,"Oneida County, Wisconsin",15403,13417,118,12116,1183,1986
0500000US55121,"Trempealeau County, Wisconsin",11936,9874,90,8992,792,2062
0500000US55129,"Washburn County, Wisconsin",7062,5981,101,5262,618,1081
0500000US55027,"Dodge County, Wisconsin",34605,29705,221,27264,2220,4900
0500000US55127,"Walworth County, Wisconsin",40372,36520,318,32473,3729,3852
0500000US55023,"Crawford County, Wisconsin",6618,5426,80,4777,569,1192
0500000US55071,"Manitowoc County, Wisconsin",34463,29492,355,26239,2898,4971
0500000US55111,"Sauk County, Wisconsin",26178,22485,224,20469,1792,3693
0500000US55013,"Burnett County, Wisconsin",7303,6199,112,5362,725,1104
0500000US55017,"Chippewa County, Wisconsin",25485,22452,240,20391,1821,3033
0500000US55029,"Door County, Wisconsin",13196,11733,91,10229,1413,1463
0500000US55031,"Douglas County, Wisconsin",18920,16634,201,14284,2149,2286
0500000US55053,"Jackson County, Wisconsin",8083,6646,103,5908,635,1437
0500000US55049,"Iowa County, Wisconsin",9835,8473,106,7647,720,1362
0500000US55089,"Ozaukee County, Wisconsin",35625,32753,129,30683,1941,2872
0500000US55103,"Richland County, Wisconsin",7626,6097,74,5295,728,1529
0500000US56005,"Campbell County, Wyoming",17488,16539,33,15567,939,949
0500000US56019,"Johnson County, Wyoming",3828,3232,49,2758,425,596
0500000US56025,"Natrona County, Wyoming",32851,29672,130,26227,3315,3179
0500000US56009,"Converse County, Wyoming",5429,4975,59,4216,700,454
0500000US56027,"Niobrara County, Wyoming",978,872,0,714,158,106
0500000US56039,"Teton County, Wyoming",9158,8770,42,7849,879,388
0500000US56037,"Sweetwater County, Wyoming",15871,14644,252,12979,1413,1227
0500000US56031,"Platte County, Wyoming",3936,3318,57,2722,539,618
0500000US56029,"Park County, Wyoming",11977,11027,136,9813,1078,950
0500000US56033,"Sheridan County, Wyoming",13159,11391,41,10549,801,1768
0500000US56003,"Big Horn County, Wyoming",4494,3965,15,3310,640,529
0500000US56011,"Crook County, Wyoming",2924,2623,19,2105,499,301
0500000US56001,"Albany County, Wyoming",16027,15039,30,13151,1858,988
0500000US56007,"Carbon County, Wyoming",6341,5345,65,4712,568,996
0500000US56015,"Goshen County, Wyoming",5209,4371,39,3797,535,838
0500000US56041,"Uinta County, Wyoming",7735,7263,27,6769,467,472
0500000US56043,"Washakie County, Wyoming",3422,3007,7,2650,350,415
0500000US56017,"Hot Springs County, Wyoming",2209,1915,32,1658,225,294
0500000US56013,"Fremont County, Wyoming",15003,13088,91,11073,1924,1915
0500000US56035,"Sublette County, Wyoming",3275,3098,25,2672,401,177
0500000US56045,"Weston County, Wyoming",3062,2640,17,2245,378,422
0500000US72065,"Hatillo Municipio, Puerto Rico",14093,8392,57,7299,1036,5701
0500000US72069,"Humacao Municipio, Puerto Rico",17896,11921,35,10091,1795,5975
0500000US72101,"Morovis Municipio, Puerto Rico",9943,6830,54,5678,1098,3113
0500000US72097,"Mayagüez Municipio, Puerto Rico",29912,20104,175,17345,2584,9808
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",23982,18750,44,16373,2333,5232
0500000US72115,"Quebradillas Municipio, Puerto Rico",8286,5341,19,3999,1323,2945
0500000US72099,"Moca Municipio, Puerto Rico",13278,8729,29,7548,1152,4549
0500000US72049,"Culebra Municipio, Puerto Rico",475,341,0,293,48,134
0500000US72123,"Salinas Municipio, Puerto Rico",10374,5201,39,4133,1029,5173
0500000US72017,"Barceloneta Municipio, Puerto Rico",8010,5164,88,3703,1373,2846
0500000US72153,"Yauco Municipio, Puerto Rico",10790,5918,270,4726,922,4872
0500000US72061,"Guaynabo Municipio, Puerto Rico",30963,24361,202,21467,2692,6602
0500000US72023,"Cabo Rojo Municipio, Puerto Rico",15656,3539,61,3081,397,12117
0500000US72053,"Fajardo Municipio, Puerto Rico",12231,8804,51,7871,882,3427
0500000US72109,"Patillas Municipio, Puerto Rico",6233,3504,10,2970,524,2729
0500000US72117,"Rincón Municipio, Puerto Rico",5128,3292,298,2624,370,1836
0500000US72007,"Aguas Buenas Municipio, Puerto Rico",8469,4972,111,4231,630,3497
0500000US72021,"Bayamón Municipio, Puerto Rico",67940,52596,274,45883,6439,15344
0500000US72035,"Cayey Municipio, Puerto Rico",16183,10402,188,9170,1044,5781
0500000US72095,"Maunabo Municipio, Puerto Rico",3882,2311,0,1746,565,1571
0500000US72111,"Peñuelas Municipio, Puerto Rico",6987,4445,0,4137,308,2542
0500000US72131,"San Sebastián Municipio, Puerto Rico",13904,6952,217,4791,1944,6952
0500000US72135,"Toa Alta Municipio, Puerto Rico",22032,16751,83,11368,5300,5281
0500000US72147,"Vieques Municipio, Puerto Rico",2470,1380,11,1228,141,1090
0500000US72151,"Yabucoa Municipio, Puerto Rico",11722,6713,38,5466,1209,5009
0500000US72025,"Caguas Municipio, Puerto Rico",48629,35178,333,30927,3918,13451
0500000US72029,"Canóvanas Municipio, Puerto Rico",14498,10743,40,10104,599,3755
0500000US72043,"Coamo Municipio, Puerto Rico",13346,6177,57,5251,869,7169
0500000US72051,"Dorado Municipio, Puerto Rico",11881,9605,48,5765,3792,2276
0500000US72019,"Barranquitas Municipio, Puerto Rico",8918,4308,23,3117,1168,4610
0500000US72107,"Orocovis Municipio, Puerto Rico",6734,3615,10,2925,680,3119
0500000US72011,"Añasco Municipio, Puerto Rico",8933,5752,728,4154,870,3181
0500000US72037,"Ceiba Municipio, Puerto Rico",4367,2907,8,2445,454,1460
0500000US72045,"Comerío Municipio, Puerto Rico",5836,2756,24,1812,920,3080
0500000US72071,"Isabela Municipio, Puerto Rico",15012,8834,21,6245,2568,6178
0500000US72081,"Lares Municipio, Puerto Rico",9960,5035,80,4017,938,4925
0500000US72085,"Las Piedras Municipio, Puerto Rico",12527,8093,270,6924,899,4434
0500000US72127,"San Juan Municipio, Puerto Rico",144573,89604,2198,71229,16177,54969
0500000US72143,"Vega Alta Municipio, Puerto Rico",12229,7542,28,5441,2073,4687
0500000US72093,"Maricao Municipio, Puerto Rico",1930,723,0,558,165,1207
0500000US72009,"Aibonito Municipio, Puerto Rico",8301,4093,11,3738,344,4208
0500000US72077,"Juncos Municipio, Puerto Rico",12718,9348,32,8851,465,3370
0500000US72121,"Sabana Grande Municipio, Puerto Rico",7493,3907,258,3125,524,3586
0500000US72067,"Hormigueros Municipio, Puerto Rico",6253,4108,7,3564,537,2145
0500000US72001,"Adjuntas Municipio, Puerto Rico",5861,3007,64,2321,622,2854
0500000US72027,"Camuy Municipio, Puerto Rico",11431,6695,90,5293,1312,4736
0500000US72055,"Guánica Municipio, Puerto Rico",5469,2761,177,2166,418,2708
0500000US72091,"Manatí Municipio, Puerto Rico",15337,10033,22,6595,3416,5304
0500000US72103,"Naguabo Municipio, Puerto Rico",8317,6130,0,5375,755,2187
0500000US72105,"Naranjito Municipio, Puerto Rico",8520,4956,36,3553,1367,3564
0500000US72125,"San Germán Municipio, Puerto Rico",11840,5259,60,4225,974,6581
0500000US72141,"Utuado Municipio, Puerto Rico",9851,5627,49,4613,965,4224
0500000US72013,"Arecibo Municipio, Puerto Rico",31788,19937,202,16530,3205,11851
0500000US72015,"Arroyo Municipio, Puerto Rico",6002,2949,0,2677,272,3053
0500000US72033,"Cataño Municipio, Puerto Rico",8792,6007,15,4680,1312,2785
0500000US72054,"Florida Municipio, Puerto Rico",4291,2820,27,1766,1027,1471
0500000US01099,"Monroe County, Alabama",8149,4107,62,3334,711,4042
0500000US01079,"Lawrence County, Alabama",12811,9740,117,7521,2102,3071
0500000US01081,"Lee County, Alabama",59373,53634,201,47379,6054,5739
0500000US01107,"Pickens County, Alabama",7530,5487,43,4649,795,2043
0500000US01119,"Sumter County, Alabama",5047,3571,20,2868,683,1476
0500000US01023,"Choctaw County, Alabama",5350,3962,43,3110,809,1388
0500000US01091,"Marengo County, Alabama",7768,5239,81,4051,1107,2529
0500000US01113,"Russell County, Alabama",22740,18755,76,14906,3773,3985
0500000US01039,"Covington County, Alabama",15008,11491,118,10217,1156,3517
0500000US01041,"Crenshaw County, Alabama",5025,3562,12,2974,576,1463
0500000US01077,"Lauderdale County, Alabama",38514,31102,179,26084,4839,7412
0500000US01085,"Lowndes County, Alabama",4180,2769,26,1984,759,1411
0500000US01083,"Limestone County, Alabama",32126,27556,187,24464,2905,4570
0500000US01115,"St. Clair County, Alabama",32172,27482,313,23938,3231,4690
0500000US01133,"Winston County, Alabama",9403,7120,81,5734,1305,2283
0500000US01043,"Cullman County, Alabama",30730,24987,238,21279,3470,5743
0500000US01051,"Elmore County, Alabama",29143,25249,69,22748,2432,3894
0500000US01071,"Jackson County, Alabama",20626,16151,100,13661,2390,4475
0500000US01121,"Talladega County, Alabama",31407,25433,135,21653,3645,5974
0500000US01129,"Washington County, Alabama",6007,4566,62,3497,1007,1441
0500000US01031,"Coffee County, Alabama",19789,16922,173,15093,1656,2867
0500000US01103,"Morgan County, Alabama",45646,38314,308,32943,5063,7332
0500000US01021,"Chilton County, Alabama",16751,13072,78,10236,2758,3679
0500000US01033,"Colbert County, Alabama",21799,17745,148,14768,2829,4054
0500000US01045,"Dale County, Alabama",18670,15756,148,13329,2279,2914
0500000US01055,"Etowah County, Alabama",38777,32325,154,28109,4062,6452
0500000US01049,"DeKalb County, Alabama",26132,20639,157,17348,3134,5493
0500000US01075,"Lamar County, Alabama",5974,4583,55,3725,803,1391
0500000US01111,"Randolph County, Alabama",8643,6878,174,5891,813,1765
0500000US01097,"Mobile County, Alabama",155831,128605,1049,111079,16477,27226
0500000US01127,"Walker County, Alabama",25036,20022,150,16803,3069,5014
0500000US01029,"Cleburne County, Alabama",5726,4574,56,3444,1074,1152
0500000US01063,"Greene County, Alabama",2955,1631,2,1327,302,1324
0500000US01005,"Barbour County, Alabama",9186,6986,68,5490,1428,2200
0500000US01011,"Bullock County, Alabama",3609,2631,24,2097,510,978
0500000US01015,"Calhoun County, Alabama",45033,38124,198,32484,5442,6909
0500000US01025,"Clarke County, Alabama",9358,6109,56,4860,1193,3249
0500000US01101,"Montgomery County, Alabama",89835,77208,217,68644,8347,12627
0500000US01095,"Marshall County, Alabama",34896,28801,41,25781,2979,6095
0500000US01067,"Henry County, Alabama",6669,5402,80,4712,610,1267
0500000US01089,"Madison County, Alabama",145256,131997,367,121167,10463,13259
0500000US01123,"Tallapoosa County, Alabama",16448,13130,30,11411,1689,3318
0500000US02016,"Aleutians West Census Area, Alaska",1176,1090,4,885,201,86
0500000US01131,"Wilcox County, Alabama",3804,2373,59,1860,454,1431
0500000US02068,"Denali Borough, Alaska",639,606,0,561,45,33
0500000US02122,"Kenai Peninsula Borough, Alaska",21741,19583,293,16613,2677,2158
0500000US02060,"Bristol Bay Borough, Alaska",333,308,6,271,31,25
0500000US02150,"Kodiak Island Borough, Alaska",4373,3904,0,3586,318,469
0500000US02188,"Northwest Arctic Borough, Alaska",1860,1529,0,1293,236,331
0500000US02050,"Bethel Census Area, Alaska",4558,3914,0,3270,644,644
0500000US02185,"North Slope Borough, Alaska",1966,1661,8,1324,329,305
0500000US02220,"Sitka City and Borough, Alaska",3561,3293,14,2948,331,268
0500000US02090,"Fairbanks North Star Borough, Alaska",36513,34686,269,30810,3607,1827
0500000US02130,"Ketchikan Gateway Borough, Alaska",5327,4884,13,4416,455,443
0500000US02170,"Matanuska-Susitna Borough, Alaska",30879,29098,173,26556,2369,1781
0500000US02180,"Nome Census Area, Alaska",2875,2550,0,2059,491,325
0500000US02070,"Dillingham Census Area, Alaska",1420,1231,2,1077,152,189
0500000US02100,"Haines Borough, Alaska",1026,983,17,897,69,43
0500000US02282,"Yakutat City and Borough, Alaska",232,210,3,161,46,22
0500000US02110,"Juneau City and Borough, Alaska",12521,11896,35,11060,801,625
0500000US02164,"Lake and Peninsula Borough, Alaska",425,352,1,259,92,73
0500000US02240,"Southeast Fairbanks Census Area, Alaska",2163,1938,11,1551,376,225
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",1906,1267,4,827,436,639
0500000US02020,"Anchorage Municipality, Alaska",106524,101673,299,93953,7421,4851
0500000US02013,"Aleutians East Borough, Alaska",860,744,0,575,169,116
0500000US02230,"Skagway Municipality, Alaska",400,385,0,342,43,15
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",2356,2015,3,1571,441,341
0500000US02195,"Petersburg Borough, Alaska",1170,1061,2,914,145,109
0500000US02158,"Kusilvak Census Area, Alaska",1692,1353,0,1050,303,339
0500000US04013,"Maricopa County, Arizona",1520767,1391290,5409,1270545,115336,129477
0500000US04009,"Graham County, Arizona",10782,9363,17,7713,1633,1419
0500000US04023,"Santa Cruz County, Arizona",15430,12538,77,10543,1918,2892
0500000US04012,"La Paz County, Arizona",8912,6815,31,5388,1396,2097
0500000US04015,"Mohave County, Arizona",85485,73527,553,66344,6630,11958
0500000US04005,"Coconino County, Arizona",47276,42098,195,36335,5568,5178
0500000US04027,"Yuma County, Arizona",72463,60556,296,54767,5493,11907
0500000US04011,"Greenlee County, Arizona",3225,2882,9,2452,421,343
0500000US04021,"Pinal County, Arizona",137286,121980,478,109436,12066,15306
0500000US05123,"St. Francis County, Arkansas",9319,6974,32,4765,2177,2345
0500000US05145,"White County, Arkansas",29263,24768,101,21352,3315,4495
0500000US05099,"Nevada County, Arkansas",3303,2315,89,1745,481,988
0500000US05037,"Cross County, Arkansas",6694,5141,16,4370,755,1553
0500000US05043,"Drew County, Arkansas",7018,5671,59,4665,947,1347
0500000US05027,"Columbia County, Arkansas",8962,6356,27,5274,1055,2606
0500000US05125,"Saline County, Arkansas",43604,39175,160,35037,3978,4429
0500000US05141,"Van Buren County, Arkansas",6852,5362,100,4096,1166,1490
0500000US05065,"Izard County, Arkansas",5049,4285,50,2841,1394,764
0500000US05079,"Lincoln County, Arkansas",3795,2904,21,2189,694,891
0500000US05083,"Logan County, Arkansas",8464,7066,57,5770,1239,1398
0500000US05035,"Crittenden County, Arkansas",18756,14963,78,13294,1591,3793
0500000US05047,"Franklin County, Arkansas",6800,5313,147,4087,1079,1487
0500000US05109,"Pike County, Arkansas",4299,3220,7,2617,596,1079
0500000US05069,"Jefferson County, Arkansas",26977,21841,179,15069,6593,5136
0500000US05097,"Montgomery County, Arkansas",3761,2818,29,2182,607,943
0500000US05127,"Scott County, Arkansas",3855,2835,26,2092,717,1020
0500000US05131,"Sebastian County, Arkansas",50670,42727,94,36603,6030,7943
0500000US05007,"Benton County, Arkansas",94333,86384,297,60889,25198,7949
0500000US05017,"Chicot County, Arkansas",4308,3127,10,2581,536,1181
0500000US05071,"Johnson County, Arkansas",9800,7737,54,6251,1432,2063
0500000US05077,"Lee County, Arkansas",3352,2308,68,1692,548,1044
0500000US05115,"Pope County, Arkansas",22628,19599,207,16052,3340,3029
0500000US05041,"Desha County, Arkansas",5111,3834,53,2489,1292,1277
0500000US05049,"Fulton County, Arkansas",5000,4140,0,2913,1227,860
0500000US05051,"Garland County, Arkansas",39894,34533,205,30128,4200,5361
0500000US05117,"Prairie County, Arkansas",3826,2931,18,2065,848,895
0500000US39161,"Van Wert County, Ohio",11419,9886,160,8314,1412,1533
0500000US39167,"Washington County, Ohio",25139,20279,217,17489,2573,4860
0500000US39171,"Williams County, Ohio",15246,13001,112,11782,1107,2245
0500000US39011,"Auglaize County, Ohio",18723,16622,119,15358,1145,2101
0500000US39029,"Columbiana County, Ohio",41854,35284,204,31194,3886,6570
0500000US39037,"Darke County, Ohio",20838,17711,289,15511,1911,3127
0500000US39123,"Ottawa County, Ohio",17691,15924,145,14158,1621,1767
0500000US39051,"Fulton County, Ohio",16425,14592,141,13160,1291,1833
0500000US39065,"Hardin County, Ohio",11495,9469,73,8277,1119,2026
0500000US39079,"Jackson County, Ohio",12892,10652,110,9346,1196,2240
0500000US39095,"Lucas County, Ohio",179065,157874,589,139100,18185,21191
0500000US39117,"Morrow County, Ohio",12650,10711,109,9337,1265,1939
0500000US39121,"Noble County, Ohio",4967,3609,36,3173,400,1358
0500000US39135,"Preble County, Ohio",16090,13889,155,12360,1374,2201
0500000US39147,"Seneca County, Ohio",21652,18564,139,16345,2080,3088
0500000US39151,"Stark County, Ohio",152649,133208,540,123105,9563,19441
0500000US39003,"Allen County, Ohio",40537,34970,181,31138,3651,5567
0500000US39031,"Coshocton County, Ohio",14461,11279,137,9655,1487,3182
0500000US39033,"Crawford County, Ohio",17755,14820,155,13223,1442,2935
0500000US39041,"Delaware County, Ohio",68649,65793,245,63036,2512,2856
0500000US39059,"Guernsey County, Ohio",16098,13056,178,11378,1500,3042
0500000US39073,"Hocking County, Ohio",11120,9300,153,7848,1299,1820
0500000US39107,"Mercer County, Ohio",16104,14192,136,13021,1035,1912
0500000US39141,"Ross County, Ohio",28747,24454,105,21276,3073,4293
0500000US39035,"Cuyahoga County, Ohio",538531,460818,2152,410830,47836,77713
0500000US39093,"Lorain County, Ohio",119536,105862,686,93412,11764,13674
0500000US39109,"Miami County, Ohio",41081,36001,235,33177,2589,5080
0500000US39113,"Montgomery County, Ohio",223894,196305,912,179001,16392,27589
0500000US39155,"Trumbull County, Ohio",86163,71214,386,62884,7944,14949
0500000US39173,"Wood County, Ohio",50443,46239,519,41705,4015,4204
0500000US39007,"Ashtabula County, Ohio",37652,30558,288,27496,2774,7094
0500000US40001,"Adair County, Oklahoma",7742,5478,31,3749,1698,2264
0500000US40137,"Stephens County, Oklahoma",16955,14253,90,12139,2024,2702
0500000US40025,"Cimarron County, Oklahoma",974,786,0,621,165,188
0500000US40019,"Carter County, Oklahoma",18336,15353,64,11426,3863,2983
0500000US40053,"Grant County, Oklahoma",1825,1544,7,1298,239,281
0500000US40055,"Greer County, Oklahoma",2041,1621,11,1409,201,420
0500000US40087,"McClain County, Oklahoma",14159,12689,56,11685,948,1470
0500000US40091,"McIntosh County, Oklahoma",8413,6666,86,5000,1580,1747
0500000US40099,"Murray County, Oklahoma",5354,4549,20,3364,1165,805
0500000US40103,"Noble County, Oklahoma",4607,3780,10,3125,645,827
0500000US40115,"Ottawa County, Oklahoma",11965,9258,35,7450,1773,2707
0500000US40135,"Sequoyah County, Oklahoma",15376,12547,115,10120,2312,2829
0500000US40145,"Wagoner County, Oklahoma",28748,26479,110,24263,2106,2269
0500000US40151,"Woods County, Oklahoma",3351,2894,14,2517,363,457
0500000US40015,"Caddo County, Oklahoma",10199,8085,19,6275,1791,2114
0500000US40101,"Muskogee County, Oklahoma",26078,21163,102,16874,4187,4915
0500000US40107,"Okfuskee County, Oklahoma",3962,2985,15,2440,530,977
0500000US40013,"Bryan County, Oklahoma",17157,14545,92,11774,2679,2612
0500000US40059,"Harper County, Oklahoma",1297,1090,5,893,192,207
0500000US40071,"Kay County, Oklahoma",17703,14815,94,11611,3110,2888
0500000US40035,"Craig County, Oklahoma",5433,4273,25,3510,738,1160
0500000US40143,"Tulsa County, Oklahoma",251176,225658,653,203855,21150,25518
0500000US40017,"Canadian County, Oklahoma",44633,41245,61,37752,3432,3388
0500000US40057,"Harmon County, Oklahoma",1183,988,10,832,146,195
0500000US40127,"Pushmataha County, Oklahoma",4463,3333,18,2792,523,1130
0500000US40077,"Latimer County, Oklahoma",4042,3165,26,2569,570,877
0500000US40113,"Osage County, Oklahoma",18165,15150,74,12428,2648,3015
0500000US40139,"Texas County, Oklahoma",6725,5618,13,4639,966,1107
0500000US40047,"Garfield County, Oklahoma",23824,20443,90,17981,2372,3381
0500000US40069,"Johnston County, Oklahoma",4300,3276,34,2567,675,1024
