GEO_ID,NAME,totalpopover16,laborforceparticipationrate,unemploymentrate,popabove20underpovertylevel
0500000US47107,"McMinn County, Tennessee",42660,53.3,7,5829
0500000US47109,"McNairy County, Tennessee",20930,50.6,12.3,3042
0500000US47111,"Macon County, Tennessee",18415,58,4.4,2577
0500000US47113,"Madison County, Tennessee",78191,58.7,5.1,9640
0500000US47115,"Marion County, Tennessee",23226,56.4,5.2,2836
0500000US47117,"Marshall County, Tennessee",25612,59.6,6.2,2652
0500000US47119,"Maury County, Tennessee",70862,62.6,5.2,5927
0500000US47121,"Meigs County, Tennessee",9740,50.8,9.4,1083
0500000US47123,"Monroe County, Tennessee",37211,50.4,9.2,4738
0500000US47125,"Montgomery County, Tennessee",148439,66.5,7.1,14994
0500000US47127,"Moore County, Tennessee",5228,55.9,4.7,291
0500000US47129,"Morgan County, Tennessee",17997,43.7,7.7,2259
0500000US47131,"Obion County, Tennessee",24582,55.4,6.3,3521
0500000US47133,"Overton County, Tennessee",17748,52.7,4,1867
0500000US47135,"Perry County, Tennessee",6418,47.4,8.3,1177
0500000US47137,"Pickett County, Tennessee",4267,49.9,4.1,372
0500000US47139,"Polk County, Tennessee",13845,53.9,8.1,1570
0500000US47141,"Putnam County, Tennessee",62403,57.5,6.2,8684
0500000US47143,"Rhea County, Tennessee",25852,55.4,7.7,3615
0500000US47145,"Roane County, Tennessee",44320,52.1,7.3,4793
0500000US47147,"Robertson County, Tennessee",54465,65.6,6,4101
0500000US47149,"Rutherford County, Tennessee",239032,71.1,4.8,20953
0500000US47151,"Scott County, Tennessee",17269,52.7,9,2802
0500000US47153,"Sequatchie County, Tennessee",12053,52.1,5.6,1444
0500000US47155,"Sevier County, Tennessee",78721,62.4,5.7,8310
0500000US47157,"Shelby County, Tennessee",727049,64.6,7.7,93868
0500000US47159,"Smith County, Tennessee",15502,58.9,3.6,1677
0500000US47161,"Stewart County, Tennessee",10892,52.5,7.2,1233
0500000US47163,"Sullivan County, Tennessee",129597,54.3,6.2,14052
0500000US47165,"Sumner County, Tennessee",141527,66.4,3.9,8682
0500000US47167,"Tipton County, Tennessee",47959,62,7.7,4528
0500000US47169,"Trousdale County, Tennessee",7853,57.1,9.7,1025
0500000US47171,"Unicoi County, Tennessee",15012,51.9,9.2,2172
0500000US47173,"Union County, Tennessee",15564,50.7,8.6,2361
0500000US47175,"Van Buren County, Tennessee",4760,51.3,11.8,606
0500000US47177,"Warren County, Tennessee",31999,56.3,6.1,4627
0500000US47179,"Washington County, Tennessee",105133,58.7,4.8,11748
0500000US47181,"Wayne County, Tennessee",13869,44.9,7.2,1391
0500000US47183,"Weakley County, Tennessee",27910,54.6,6,3488
0500000US47185,"White County, Tennessee",21227,51.7,7.9,2293
0500000US47187,"Williamson County, Tennessee",165632,69,3.3,5384
0500000US47189,"Wilson County, Tennessee",104566,65.9,3.9,5641
0500000US48001,"Anderson County, Texas",47868,41.5,3.3,3269
0500000US48003,"Andrews County, Texas",12916,66.8,4.7,859
0500000US48005,"Angelina County, Texas",67561,57.6,7.9,8082
0500000US48007,"Aransas County, Texas",20752,52.6,6.6,2764
0500000US48009,"Archer County, Texas",7178,63.4,3.5,369
0500000US48011,"Armstrong County, Texas",1570,61.1,0.9,75
0500000US48013,"Atascosa County, Texas",36551,59.7,8.1,3126
0500000US48015,"Austin County, Texas",23354,62,4.7,1518
0500000US48017,"Bailey County, Texas",5294,63.2,2.2,489
0500000US48019,"Bandera County, Texas",18438,53.4,6.2,1911
0500000US48021,"Bastrop County, Texas",63738,58.9,6.7,4269
0500000US48023,"Baylor County, Texas",2895,53.3,2.4,245
0500000US48025,"Bee County, Texas",26632,39,8.9,2615
0500000US48027,"Bell County, Texas",256437,65.9,7.7,23400
0500000US48029,"Bexar County, Texas",1481694,64.6,5.8,157915
0500000US48031,"Blanco County, Texas",9446,60,5.7,545
0500000US48033,"Borden County, Texas",522,54.4,2.1,13
0500000US48035,"Bosque County, Texas",14645,54.1,4.5,1275
0500000US48037,"Bowie County, Texas",73924,53.8,6.6,8222
0500000US48039,"Brazoria County, Texas",270297,64.2,4.7,16995
0500000US48041,"Brazos County, Texas",178862,61.4,4.4,35400
0500000US48043,"Brewster County, Texas",7647,59,4.4,791
0500000US48045,"Briscoe County, Texas",1291,56.5,5.5,138
0500000US48047,"Brooks County, Texas",5538,51.3,14.6,1270
0500000US48049,"Brown County, Texas",30294,54.9,4,2776
0500000US48051,"Burleson County, Texas",14331,57.4,6.1,1126
0500000US48053,"Burnet County, Texas",36874,57.7,4.5,2989
0500000US48055,"Caldwell County, Texas",32787,57.5,2.7,3537
0500000US48057,"Calhoun County, Texas",17008,60.9,7.2,1615
0500000US48059,"Callahan County, Texas",10949,53.7,3.3,1128
0500000US48061,"Cameron County, Texas",305790,55.2,6.6,54538
0500000US48063,"Camp County, Texas",9802,57,6.2,1257
0500000US48065,"Carson County, Texas",4696,63.1,2.3,165
0500000US48067,"Cass County, Texas",23951,52.3,7.2,2813
0500000US48069,"Castro County, Texas",5773,60.8,2.1,484
0500000US48071,"Chambers County, Texas",30211,62.9,6.1,2673
0500000US48073,"Cherokee County, Texas",40159,53.6,5.4,4399
0500000US48075,"Childress County, Texas",6035,52.1,11,545
0500000US48077,"Clay County, Texas",8487,55.1,6.9,729
0500000US48079,"Cochran County, Texas",2189,58.9,6.4,326
0500000US48081,"Coke County, Texas",2700,54,3.2,271
0500000US48083,"Coleman County, Texas",6809,50.8,3.3,863
0500000US48085,"Collin County, Texas",722702,70.9,3.9,33400
0500000US48087,"Collingsworth County, Texas",2317,62.4,8.6,215
0500000US48089,"Colorado County, Texas",16585,59.3,3.5,1094
0500000US48091,"Comal County, Texas",107898,60,3.7,5878
0500000US48093,"Comanche County, Texas",10783,53.9,3,877
0500000US48095,"Concho County, Texas",3755,33.6,1.2,127
0500000US48097,"Cooke County, Texas",31186,64.5,5,2633
0500000US48099,"Coryell County, Texas",59308,56.8,9.2,4074
0500000US48101,"Cottle County, Texas",1144,62.6,8.5,159
0500000US48103,"Crane County, Texas",3481,59.1,1.3,127
0500000US48105,"Crockett County, Texas",2800,62.2,0,287
0500000US48107,"Crosby County, Texas",4427,59.5,7.3,554
0500000US48109,"Culberson County, Texas",1772,59.3,6.5,258
0500000US48111,"Dallam County, Texas",5191,72.6,3.9,465
0500000US48113,"Dallas County, Texas",1970439,68.7,5.2,209674
0500000US48115,"Dawson County, Texas",10238,50.3,5.5,1179
0500000US48117,"Deaf Smith County, Texas",13577,66.3,4.6,1245
0500000US48119,"Delta County, Texas",4156,52.4,5.3,625
0500000US48121,"Denton County, Texas",625739,72.9,4.2,40256
0500000US48123,"DeWitt County, Texas",16250,52.8,6.3,1414
0500000US48125,"Dickens County, Texas",1810,48.6,15.5,178
0500000US48127,"Dimmit County, Texas",7910,53.4,16.4,1140
0500000US48129,"Donley County, Texas",2756,55.2,2.2,223
0500000US48131,"Duval County, Texas",8662,52.6,10.6,1258
0500000US48133,"Eastland County, Texas",14920,46.2,5.2,1936
0500000US48135,"Ector County, Texas",115517,68.3,6.7,9151
0500000US48137,"Edwards County, Texas",1740,54.1,4.1,36
0500000US48139,"Ellis County, Texas",128446,66.2,3.6,7636
0500000US48141,"El Paso County, Texas",631619,61.8,6.6,80064
0500000US48143,"Erath County, Texas",33777,60.1,3.4,5129
0500000US48145,"Falls County, Texas",14055,44.1,6.2,1941
0500000US48147,"Fannin County, Texas",27748,50.9,4.7,2184
0500000US48149,"Fayette County, Texas",20507,55.6,1.6,1359
0500000US48151,"Fisher County, Texas",3189,57.4,6.4,269
0500000US48153,"Floyd County, Texas",4459,57.5,6.4,503
0500000US48155,"Foard County, Texas",1194,59.8,10.1,66
0500000US48157,"Fort Bend County, Texas",557828,66.9,5.3,29659
0500000US48159,"Franklin County, Texas",8455,59.5,7.5,455
0500000US48161,"Freestone County, Texas",15762,49,5.5,1618
0500000US48163,"Frio County, Texas",15437,46.8,6.5,1488
0500000US48165,"Gaines County, Texas",13582,64,4.8,1220
0500000US48167,"Galveston County, Texas",256124,64,6.3,22967
0500000US48169,"Garza County, Texas",5438,40.5,3.2,464
0500000US48171,"Gillespie County, Texas",21681,57.5,4.3,1428
0500000US48173,"Glasscock County, Texas",1130,61.4,0,103
0500000US48175,"Goliad County, Texas",6127,53.5,5.8,538
0500000US48177,"Gonzales County, Texas",15627,60.8,4.3,1525
0500000US48179,"Gray County, Texas",17413,56.7,6.1,1652
0500000US48181,"Grayson County, Texas",101316,61.9,5.4,9243
0500000US48183,"Gregg County, Texas",95016,61.5,4.8,10864
0500000US48185,"Grimes County, Texas",22062,50.3,4.7,1789
0500000US48187,"Guadalupe County, Texas",119740,63.7,3.9,7447
0500000US48189,"Hale County, Texas",25703,59,6.7,2761
0500000US48191,"Hall County, Texas",2447,56.5,10.6,311
0500000US48193,"Hamilton County, Texas",6734,54,1.2,665
0500000US48195,"Hansford County, Texas",4125,58.3,4.6,480
0500000US48197,"Hardeman County, Texas",3120,57.9,7.4,249
0500000US48199,"Hardin County, Texas",43960,56,4,3657
0500000US48201,"Harris County, Texas",3493070,67.8,6.1,368422
0500000US48203,"Harrison County, Texas",51650,58.1,5.6,5175
0500000US48205,"Hartley County, Texas",4665,43.6,0.9,100
0500000US48207,"Haskell County, Texas",4862,51.9,10.1,561
0500000US48209,"Hays County, Texas",161718,67.9,5.3,19571
0500000US48211,"Hemphill County, Texas",2926,69.2,5.1,228
0500000US48213,"Henderson County, Texas",65173,51.1,5.1,7082
0500000US48215,"Hidalgo County, Texas",597554,58.2,7.4,109633
0500000US48217,"Hill County, Texas",28090,57.4,7.6,2755
0500000US48219,"Hockley County, Texas",17708,63,7,1610
0500000US48221,"Hood County, Texas",46172,53.5,2.9,3140
0500000US48223,"Hopkins County, Texas",28157,59.3,4.6,2963
0500000US48225,"Houston County, Texas",18955,44.3,2.2,2404
0500000US48227,"Howard County, Texas",29527,53.1,6.8,2970
0500000US48229,"Hudspeth County, Texas",3188,38.3,8.3,311
0500000US48231,"Hunt County, Texas",72429,58.6,5.5,8481
0500000US48233,"Hutchinson County, Texas",16719,57.2,6,1602
0500000US48235,"Irion County, Texas",1198,58.7,6.6,120
0500000US48237,"Jack County, Texas",7209,46.6,3.2,565
0500000US48239,"Jackson County, Texas",11401,60.2,4.1,1076
0500000US48241,"Jasper County, Texas",27955,51.3,8.6,2935
0500000US48243,"Jeff Davis County, Texas",1884,49.3,5.3,135
0500000US48245,"Jefferson County, Texas",200900,56,5.7,22226
0500000US48247,"Jim Hogg County, Texas",3809,52.2,11.5,499
0500000US48249,"Jim Wells County, Texas",30794,55.5,5.2,4288
0500000US48251,"Johnson County, Texas",125785,62.3,4.3,8866
0500000US48253,"Jones County, Texas",16832,30.3,3.9,947
0500000US48255,"Karnes County, Texas",12467,45.1,4.3,1020
0500000US48257,"Kaufman County, Texas",89377,66.2,6.7,7984
0500000US48259,"Kendall County, Texas",33304,61.2,4.3,1136
0500000US48261,"Kenedy County, Texas",428,51.4,0,12
0500000US48263,"Kent County, Texas",607,52.9,3.7,19
0500000US48265,"Kerr County, Texas",42550,54.3,5.3,3657
0500000US48267,"Kimble County, Texas",3649,60.1,3.1,440
0500000US48269,"King County, Texas",171,77.2,7.6,2
0500000US48271,"Kinney County, Texas",3044,43.3,6.7,348
0500000US48273,"Kleberg County, Texas",24738,60.7,9.1,4209
0500000US48275,"Knox County, Texas",2838,54.2,5.5,192
0500000US48277,"Lamar County, Texas",39051,57.6,5.6,4557
0500000US48279,"Lamb County, Texas",9925,58.6,2.9,1380
0500000US48281,"Lampasas County, Texas",16560,58.3,7.2,1180
0500000US48283,"La Salle County, Texas",6048,48.7,4.2,330
0500000US48285,"Lavaca County, Texas",15726,59,3.3,1064
0500000US48287,"Lee County, Texas",13712,60.2,2.8,1393
0500000US48289,"Leon County, Texas",13674,50.7,6.8,1208
0500000US48291,"Liberty County, Texas",63236,51,6.9,5212
0500000US48293,"Limestone County, Texas",18724,52.3,9,2229
0500000US48295,"Lipscomb County, Texas",2654,65.4,6.1,200
0500000US48297,"Live Oak County, Texas",9896,45.9,2.2,777
0500000US48299,"Llano County, Texas",18007,46.6,7.6,1182
0500000US48301,"Loving County, Texas",78,46.2,0,0
0500000US48303,"Lubbock County, Texas",236294,65.3,4.2,33912
0500000US48305,"Lynn County, Texas",4431,57.8,8.4,419
0500000US48307,"McCulloch County, Texas",6515,59.5,2.5,719
0500000US48309,"McLennan County, Texas",193661,61.3,4.5,25555
0500000US48311,"McMullen County, Texas",507,55.2,17.9,51
0500000US48313,"Madison County, Texas",11384,39.9,3.1,754
0500000US48315,"Marion County, Texas",8449,48.3,11.1,1174
0500000US48317,"Martin County, Texas",4028,64.4,2.6,269
0500000US48319,"Mason County, Texas",3507,63.9,5.7,293
0500000US48321,"Matagorda County, Texas",28441,59.5,7,3201
0500000US48323,"Maverick County, Texas",41773,58.3,11.6,6199
0500000US48325,"Medina County, Texas",39111,56.7,3.6,2372
0500000US48327,"Menard County, Texas",1830,63.6,3.1,117
0500000US48329,"Midland County, Texas",121945,70.4,3.3,7167
0500000US48331,"Milam County, Texas",19273,53.8,4.2,1554
0500000US48333,"Mills County, Texas",3925,49.6,1.9,311
0500000US48335,"Mitchell County, Texas",7184,40.5,5.8,315
0500000US48337,"Montague County, Texas",15487,56.2,5.4,1423
0500000US48339,"Montgomery County, Texas",423918,64.8,4.5,27313
0500000US48341,"Moore County, Texas",15656,67.9,4.9,1368
0500000US48343,"Morris County, Texas",9872,56.9,8.5,1008
0500000US48345,"Motley County, Texas",874,62.4,7.7,54
0500000US48347,"Nacogdoches County, Texas",51646,59.1,8.5,8790
0500000US48349,"Navarro County, Texas",37381,60.9,8,4108
0500000US48351,"Newton County, Texas",11699,46.4,8,1458
0500000US48353,"Nolan County, Texas",11526,57,7.2,1105
0500000US48355,"Nueces County, Texas",280990,63.1,5.9,29428
0500000US48357,"Ochiltree County, Texas",7490,65.4,5.5,549
0500000US48359,"Oldham County, Texas",1455,57,3.6,117
0500000US48361,"Orange County, Texas",65504,59.9,5.5,6409
0500000US48363,"Palo Pinto County, Texas",22368,57.6,7.6,2610
0500000US48365,"Panola County, Texas",18441,56,4.6,1745
0500000US48367,"Parker County, Texas",101562,62.6,5,5306
0500000US48369,"Parmer County, Texas",7306,62.2,1.3,655
0500000US48371,"Pecos County, Texas",12308,51.5,3.5,585
0500000US48373,"Polk County, Texas",39215,50.9,6.8,3850
0500000US48375,"Potter County, Texas",90811,60.4,3.9,11454
0500000US48377,"Presidio County, Texas",5396,52.1,10,750
0500000US48379,"Rains County, Texas",9402,52.6,5.1,705
0500000US48381,"Randall County, Texas",103825,70.1,3.3,6419
0500000US48383,"Reagan County, Texas",2731,64.5,4.4,282
0500000US48385,"Real County, Texas",2825,46.3,1.1,394
0500000US48387,"Red River County, Texas",10194,52.3,7.8,1182
0500000US48389,"Reeves County, Texas",12108,50.6,7.2,695
0500000US48391,"Refugio County, Texas",5701,54.4,9.5,585
0500000US48393,"Roberts County, Texas",691,53.8,1.3,36
0500000US48395,"Robertson County, Texas",13226,59.8,6.4,1106
0500000US48397,"Rockwall County, Texas",70900,68.2,4.3,2761
0500000US48399,"Runnels County, Texas",8129,55.1,2.7,672
0500000US48401,"Rusk County, Texas",42619,52.2,6.2,3064
0500000US48403,"Sabine County, Texas",8805,38.4,7.2,1177
0500000US48405,"San Augustine County, Texas",6865,41.7,9.4,1046
0500000US48407,"San Jacinto County, Texas",22125,48.9,7.1,2223
0500000US48409,"San Patricio County, Texas",50886,60.2,4.8,4892
0500000US48411,"San Saba County, Texas",4907,51.7,3.1,381
0500000US48413,"Schleicher County, Texas",2270,68.1,9.2,199
0500000US48415,"Scurry County, Texas",13258,53,4.2,1116
0500000US48417,"Shackelford County, Texas",2617,62.9,8.1,252
0500000US48419,"Shelby County, Texas",19386,52.9,7.2,2700
0500000US48421,"Sherman County, Texas",2442,67.3,0.9,246
0500000US48423,"Smith County, Texas",175423,60.5,6.2,18952
0500000US48425,"Somervell County, Texas",6951,55.4,1.9,1301
0500000US48427,"Starr County, Texas",45201,56.4,14.3,9653
0500000US48429,"Stephens County, Texas",7488,52.3,6.8,997
0500000US48431,"Sterling County, Texas",892,66.8,1.5,11
0500000US48433,"Stonewall County, Texas",1099,54.7,2.3,61
0500000US48435,"Sutton County, Texas",3015,68.1,5.6,139
0500000US48437,"Swisher County, Texas",5854,48.6,6.5,665
0500000US48439,"Tarrant County, Texas",1541466,68.2,5,132213
0500000US48441,"Taylor County, Texas",106124,65.6,4.3,11366
0500000US48443,"Terrell County, Texas",761,49.9,9.5,47
0500000US48445,"Terry County, Texas",9560,54.2,10.2,760
0500000US48447,"Throckmorton County, Texas",1312,56.6,5.4,144
0500000US48449,"Titus County, Texas",24207,62.2,6.1,2824
0500000US48451,"Tom Green County, Texas",92376,64,4,7709
0500000US48453,"Travis County, Texas",961009,72.3,4,92376
0500000US48455,"Trinity County, Texas",11947,45.1,8.4,1193
0500000US48457,"Tyler County, Texas",17906,41.6,9.8,1481
0500000US48459,"Upshur County, Texas",32164,57,7.4,2692
0500000US48461,"Upton County, Texas",2679,54.6,1.8,299
0500000US48463,"Uvalde County, Texas",20754,57.8,5.6,2061
0500000US48465,"Val Verde County, Texas",36510,59.1,5.7,3701
0500000US48467,"Van Zandt County, Texas",43436,53.9,5.1,4118
0500000US48469,"Victoria County, Texas",71078,63.4,5.5,7039
0500000US48471,"Walker County, Texas",61825,41.8,3.4,9294
0500000US48473,"Waller County, Texas",39130,61.9,6.1,4224
0500000US48475,"Ward County, Texas",8740,60,6.3,763
0500000US48477,"Washington County, Texas",28150,56.2,6,2084
0500000US48479,"Webb County, Texas",190483,59.1,5.2,34339
0500000US48481,"Wharton County, Texas",31931,62.2,5.2,2957
0500000US48483,"Wheeler County, Texas",4200,63.1,4.3,463
0500000US48485,"Wichita County, Texas",105242,61.2,5.3,11553
0500000US48487,"Wilbarger County, Texas",10361,64.4,3.9,1107
0500000US48489,"Willacy County, Texas",16939,48.7,15.5,3085
0500000US48491,"Williamson County, Texas",403616,69.2,4.6,19689
0500000US48493,"Wilson County, Texas",37907,60.1,6.1,2779
0500000US48495,"Winkler County, Texas",5767,59.3,4.3,474
0500000US48497,"Wise County, Texas",50484,60.7,5.1,3911
0500000US48499,"Wood County, Texas",36277,46.7,6.2,2960
0500000US48501,"Yoakum County, Texas",5975,67,6,314
0500000US48503,"Young County, Texas",14211,58.5,3.1,1057
0500000US48505,"Zapata County, Texas",10012,56.5,11,2470
0500000US48507,"Zavala County, Texas",9010,55.6,8.4,1380
0500000US49001,"Beaver County, Utah",4592,62,4.2,218
0500000US49003,"Box Elder County, Utah",37796,63.6,4.2,2344
0500000US49005,"Cache County, Utah",88602,68.7,2.8,11231
0500000US49007,"Carbon County, Utah",15533,60.5,5.5,1879
0500000US49009,"Daggett County, Utah",495,52.5,1.2,10
0500000US49011,"Davis County, Utah",240826,69.1,3.2,9522
0500000US49013,"Duchesne County, Utah",13976,62.2,6.6,1278
0500000US49015,"Emery County, Utah",7431,56.7,4.2,550
0500000US49017,"Garfield County, Utah",3968,58,3.9,373
0500000US49019,"Grand County, Utah",7889,68.1,5.5,494
0500000US49021,"Iron County, Utah",37089,61.1,5.1,5275
0500000US49023,"Juab County, Utah",7622,65.6,3.1,524
0500000US49025,"Kane County, Utah",5887,57.1,2.9,541
0500000US49027,"Millard County, Utah",9196,62.3,3.2,641
0500000US49029,"Morgan County, Utah",7798,63.4,2.8,175
0500000US49031,"Piute County, Utah",1515,41.8,3.5,141
0500000US49033,"Rich County, Utah",1610,47.6,0,79
0500000US49035,"Salt Lake County, Utah",841676,71.3,3.8,59695
0500000US49037,"San Juan County, Utah",10982,54.5,8.3,1830
0500000US49039,"Sanpete County, Utah",22730,53.5,7.2,2144
0500000US49041,"Sevier County, Utah",15465,60.6,5.5,1351
0500000US49043,"Summit County, Utah",31408,72.2,1.8,1727
0500000US49045,"Tooele County, Utah",45846,68.3,6.3,2318
0500000US49047,"Uintah County, Utah",25385,63.9,6.9,2173
0500000US49049,"Utah County, Utah",408939,68.6,3.8,37604
0500000US49051,"Wasatch County, Utah",21866,70.3,1.1,1089
0500000US49053,"Washington County, Utah",121955,55.8,4.4,9764
0500000US49055,"Wayne County, Utah",2113,59.7,1.1,111
0500000US49057,"Weber County, Utah",184063,67.7,4.3,14419
0500000US50001,"Addison County, Vermont",31312,66.9,4.3,1573
0500000US50003,"Bennington County, Vermont",29847,61.4,4.3,2182
0500000US50005,"Caledonia County, Vermont",25178,60.3,3.7,2119
0500000US50007,"Chittenden County, Vermont",136335,69.5,3.7,12268
0500000US50009,"Essex County, Vermont",5231,55.4,4.5,489
0500000US50011,"Franklin County, Vermont",39347,69.2,4.2,2036
0500000US50013,"Grand Isle County, Vermont",5891,65.8,4.7,306
0500000US50015,"Lamoille County, Vermont",20700,68.5,4.1,2055
0500000US50017,"Orange County, Vermont",24124,66.9,4.5,1724
0500000US50019,"Orleans County, Vermont",22269,57.5,4.5,2023
0500000US50021,"Rutland County, Vermont",50137,62.6,3.8,3645
0500000US50023,"Washington County, Vermont",48546,67.1,3.5,3566
0500000US50025,"Windham County, Vermont",36339,63.7,5.4,3399
0500000US50027,"Windsor County, Vermont",46467,63.8,4.1,3278
0500000US51001,"Accomack County, Virginia",26638,54.4,4.2,3227
0500000US51003,"Albemarle County, Virginia",87026,61.9,2.9,5937
0500000US51005,"Alleghany County, Virginia",12824,50.1,5.6,1682
0500000US51007,"Amelia County, Virginia",10402,61.7,2.8,730
0500000US51009,"Amherst County, Virginia",26359,58.7,6.1,2230
0500000US51011,"Appomattox County, Virginia",12591,57.6,3.8,1089
0500000US51013,"Arlington County, Virginia",194843,78.7,2.9,11163
0500000US51015,"Augusta County, Virginia",61981,59.1,3.6,3435
0500000US51017,"Bath County, Virginia",3751,61.1,8.8,314
0500000US51019,"Bedford County, Virginia",64309,60.1,4,4073
0500000US51021,"Bland County, Virginia",5560,49.5,7.1,249
0500000US51023,"Botetourt County, Virginia",27518,60,3.9,1401
0500000US51025,"Brunswick County, Virginia",14188,48.7,7.1,1513
0500000US51027,"Buchanan County, Virginia",18606,37.3,8.1,3522
0500000US51029,"Buckingham County, Virginia",14167,50.7,6.9,1441
0500000US51031,"Campbell County, Virginia",45515,61.5,3.7,3564
0500000US51033,"Caroline County, Virginia",23925,67.9,5.4,1269
0500000US51035,"Carroll County, Virginia",24690,54.4,3.5,2615
0500000US51036,"Charles City County, Virginia",6031,58.2,5,478
0500000US51037,"Charlotte County, Virginia",9838,54.3,5.8,1418
0500000US51041,"Chesterfield County, Virginia",267979,68.5,4.9,13448
0500000US51043,"Clarke County, Virginia",11814,63.2,3.8,629
0500000US51045,"Craig County, Virginia",4302,52,1.4,301
0500000US51047,"Culpeper County, Virginia",39180,65.4,5.3,2327
0500000US51049,"Cumberland County, Virginia",8139,61.6,7,771
0500000US51051,"Dickenson County, Virginia",12373,38.1,5.6,2040
0500000US51053,"Dinwiddie County, Virginia",23159,63.3,7,2063
0500000US51057,"Essex County, Virginia",9027,61.3,5.1,833
0500000US51059,"Fairfax County, Virginia",902918,71.8,4.2,38271
0500000US51061,"Fauquier County, Virginia",54822,67.3,3.4,2037
0500000US51063,"Floyd County, Virginia",12931,56.9,2.4,943
0500000US51065,"Fluvanna County, Virginia",21630,60.1,5.2,885
0500000US51067,"Franklin County, Virginia",46758,56.7,5,4954
0500000US51069,"Frederick County, Virginia",67840,65.8,3.7,2680
0500000US51071,"Giles County, Virginia",13698,56.6,4.6,1054
0500000US51073,"Gloucester County, Virginia",30749,60.2,2.9,1702
0500000US51075,"Goochland County, Virginia",18850,58.8,3.2,533
0500000US51077,"Grayson County, Virginia",13407,51.5,6.5,1501
0500000US51079,"Greene County, Virginia",15221,68.4,5,733
0500000US51081,"Greensville County, Virginia",9925,42.5,6.6,665
0500000US51083,"Halifax County, Virginia",28516,53.9,4.2,2646
0500000US51085,"Hanover County, Virginia",84111,67.5,3,2912
0500000US51087,"Henrico County, Virginia",259041,69.8,5.3,16520
0500000US51089,"Henry County, Virginia",42689,51.3,8.3,5576
0500000US51091,"Highland County, Virginia",1943,46.2,0.6,177
0500000US51093,"Isle of Wight County, Virginia",29672,64.5,7.9,1994
0500000US51095,"James City County, Virginia",60977,58.2,4,3472
0500000US51097,"King and Queen County, Virginia",5878,55.7,5.9,542
0500000US51099,"King George County, Virginia",20090,68.7,4,757
0500000US51101,"King William County, Virginia",13130,65.1,3,653
0500000US51103,"Lancaster County, Virginia",9399,47.8,3.4,636
0500000US51105,"Lee County, Virginia",20152,41.5,10.3,3189
0500000US51107,"Loudoun County, Virginia",286061,75.8,3.5,7852
0500000US51109,"Louisa County, Virginia",28813,61,6.3,2698
0500000US51111,"Lunenburg County, Virginia",10138,46.3,4.4,1014
0500000US51113,"Madison County, Virginia",10689,60.2,5.5,625
0500000US51115,"Mathews County, Virginia",7686,50.9,2.7,589
0500000US51117,"Mecklenburg County, Virginia",25745,50,4.3,2955
0500000US51119,"Middlesex County, Virginia",9210,48.9,4.4,514
0500000US51121,"Montgomery County, Virginia",84509,57.6,4.7,16869
0500000US51125,"Nelson County, Virginia",12351,59,3.9,997
0500000US51127,"New Kent County, Virginia",17152,64.5,4.5,559
0500000US51131,"Northampton County, Virginia",9813,51.7,3.1,1061
0500000US51133,"Northumberland County, Virginia",10593,48.2,6.4,936
0500000US51135,"Nottoway County, Virginia",12832,45.3,3.7,1693
0500000US51137,"Orange County, Virginia",28672,61.5,5.8,1428
0500000US51139,"Page County, Virginia",19476,59.3,6.5,2403
0500000US51141,"Patrick County, Virginia",15166,50.9,5.7,1554
0500000US51143,"Pittsylvania County, Virginia",51197,57.5,6.2,5258
0500000US51145,"Powhatan County, Virginia",24180,56.3,2.4,692
0500000US51147,"Prince Edward County, Virginia",19661,46.3,6.4,2447
0500000US51149,"Prince George County, Virginia",30671,57.8,7.4,1785
0500000US51153,"Prince William County, Virginia",344952,73,4.7,15549
0500000US51155,"Pulaski County, Virginia",28913,57,6.1,2455
0500000US51157,"Rappahannock County, Virginia",6238,58.4,3.9,389
0500000US51159,"Richmond County, Virginia",7473,47.6,1.9,431
0500000US51161,"Roanoke County, Virginia",77007,61.6,3.7,3616
0500000US51163,"Rockbridge County, Virginia",19017,56.8,5.9,1620
0500000US51165,"Rockingham County, Virginia",63966,63.6,3.7,4015
0500000US51167,"Russell County, Virginia",22909,44.6,6.8,3018
0500000US51169,"Scott County, Virginia",18374,48.1,5.6,2251
0500000US51171,"Shenandoah County, Virginia",34898,61.6,4.9,2555
0500000US51173,"Smyth County, Virginia",25823,51.8,5.8,3449
0500000US51175,"Southampton County, Virginia",14906,54.9,4.3,930
0500000US51177,"Spotsylvania County, Virginia",102321,67.9,5.3,5476
0500000US51179,"Stafford County, Virginia",110583,69.6,4,3532
0500000US51181,"Surry County, Virginia",5559,57.9,7.2,424
0500000US51183,"Sussex County, Virginia",9958,36.9,8.7,651
0500000US51185,"Tazewell County, Virginia",34971,48.3,7.6,3593
0500000US51187,"Warren County, Virginia",31872,63.8,6.1,2186
0500000US51191,"Washington County, Virginia",45616,55.8,5.9,4375
0500000US51193,"Westmoreland County, Virginia",14616,57.3,7.7,1358
0500000US51195,"Wise County, Virginia",32156,44.8,9.2,4713
0500000US51197,"Wythe County, Virginia",23918,58.5,6.6,2476
0500000US51199,"York County, Virginia",53188,67.1,6,1710
0500000US51510,"Alexandria city, Virginia",130057,78.3,3.3,9444
0500000US51520,"Bristol city, Virginia",13734,55.6,5.9,2056
0500000US51530,"Buena Vista city, Virginia",5262,58.3,2.4,889
0500000US51540,"Charlottesville city, Virginia",40493,63.8,4.1,7744
0500000US51550,"Chesapeake city, Virginia",186848,66,5.1,9857
