GEO_ID,NAME,totalpopover16,laborforceparticipationrate,unemploymentrate,popabove20underpovertylevel
0500000US01001,"Autauga County, Alabama",43368,59.3,4.2,4555
0500000US01003,"Baldwin County, Alabama",167712,58.5,4.4,11826
0500000US01005,"Barbour County, Alabama",20948,46,9.5,3059
0500000US01007,"Bibb County, Alabama",18470,47.4,7.5,1607
0500000US01009,"Blount County, Alabama",45915,48.6,4.1,4094
0500000US01011,"Bullock County, Alabama",8413,52.7,11.1,1460
0500000US01013,"Butler County, Alabama",15970,53,6.7,2508
0500000US01015,"Calhoun County, Alabama",93023,57.1,8.8,11831
0500000US01017,"Chambers County, Alabama",27656,56.3,5,3064
0500000US01019,"Cherokee County, Alabama",21349,48.6,5.6,2165
0500000US01021,"Chilton County, Alabama",34516,54.6,7.1,4640
0500000US01023,"Choctaw County, Alabama",10800,44.1,10.6,1481
0500000US01025,"Clarke County, Alabama",19763,45.2,14.4,3561
0500000US01027,"Clay County, Alabama",10843,54.6,6.4,1256
0500000US01029,"Cleburne County, Alabama",11847,51.6,7.5,1298
0500000US01031,"Coffee County, Alabama",40510,59.8,5.9,3739
0500000US01033,"Colbert County, Alabama",44328,53.9,5.9,4695
0500000US01035,"Conecuh County, Alabama",10152,43.3,11.5,1400
0500000US01037,"Coosa County, Alabama",9227,47.3,5.8,701
0500000US01039,"Covington County, Alabama",30107,54.3,8.7,3579
0500000US01041,"Crenshaw County, Alabama",11106,54.1,5.8,1177
0500000US01043,"Cullman County, Alabama",65879,53.1,5.5,7453
0500000US01045,"Dale County, Alabama",39028,56.7,8.8,4847
0500000US01047,"Dallas County, Alabama",31400,51.6,11.8,6190
0500000US01049,"DeKalb County, Alabama",55947,53.6,4.5,8235
0500000US01051,"Elmore County, Alabama",65199,56,6.2,5396
0500000US01053,"Escambia County, Alabama",29981,47,13.5,4432
0500000US01055,"Etowah County, Alabama",83391,54.4,6.5,9010
0500000US01057,"Fayette County, Alabama",13491,51,7,1708
0500000US01059,"Franklin County, Alabama",24598,55.7,6.1,2845
0500000US01061,"Geneva County, Alabama",21376,51.8,8.6,3291
0500000US01063,"Greene County, Alabama",6661,39.3,15.8,1557
0500000US01065,"Hale County, Alabama",11857,49,11.9,1949
0500000US01067,"Henry County, Alabama",13980,52.7,6.7,1228
0500000US01069,"Houston County, Alabama",82833,57.7,7,9942
0500000US01071,"Jackson County, Alabama",42344,50.7,5.9,5933
0500000US01073,"Jefferson County, Alabama",525347,62.2,7.3,60275
0500000US01075,"Lamar County, Alabama",11160,52,8,1512
0500000US01077,"Lauderdale County, Alabama",76107,55.8,5.3,8327
0500000US01079,"Lawrence County, Alabama",26741,49.9,5.7,3171
0500000US01081,"Lee County, Alabama",128804,60.6,5.7,21527
0500000US01083,"Limestone County, Alabama",74268,57.4,6.9,6390
0500000US01085,"Lowndes County, Alabama",8097,48.3,11.5,1478
0500000US01087,"Macon County, Alabama",16058,51.7,12.1,2428
0500000US01089,"Madison County, Alabama",287944,64,5.8,25940
0500000US01091,"Marengo County, Alabama",15703,46.3,9.7,2326
0500000US01093,"Marion County, Alabama",24333,52.2,5.6,2667
0500000US01095,"Marshall County, Alabama",74128,55.5,5.1,10073
0500000US01097,"Mobile County, Alabama",327952,56.9,6.2,41102
0500000US01099,"Monroe County, Alabama",17132,45.4,17.5,3837
0500000US01101,"Montgomery County, Alabama",179544,61.6,7.6,23869
0500000US01103,"Morgan County, Alabama",94987,57.2,5.2,9117
0500000US01105,"Perry County, Alabama",7699,34.5,12.3,1973
0500000US01107,"Pickens County, Alabama",16837,47.4,10.6,2197
0500000US01109,"Pike County, Alabama",27676,55.4,8,5233
0500000US01111,"Randolph County, Alabama",18218,49.8,5,1988
0500000US01113,"Russell County, Alabama",45527,58.9,7.8,5900
0500000US01115,"St. Clair County, Alabama",69474,59.2,5.3,6638
0500000US01117,"Shelby County, Alabama",166663,66.2,4,10081
0500000US01119,"Sumter County, Alabama",10765,44.6,12.1,1877
0500000US01121,"Talladega County, Alabama",65443,52.2,8.8,8485
0500000US01123,"Tallapoosa County, Alabama",33023,51,10.4,4006
0500000US01125,"Tuscaloosa County, Alabama",167611,59.6,6.3,21303
0500000US01127,"Walker County, Alabama",51826,52.3,8.8,7041
0500000US01129,"Washington County, Alabama",13563,44.6,8.5,1752
0500000US01131,"Wilcox County, Alabama",8573,40.1,15.5,1653
0500000US01133,"Winston County, Alabama",19505,50,7.6,2060
0500000US02013,"Aleutians East Borough, Alaska",3003,82.8,3.5,384
0500000US02016,"Aleutians West Census Area, Alaska",4878,82.6,2,307
0500000US02020,"Anchorage Municipality, Alaska",230429,72.7,5.6,14307
0500000US02050,"Bethel Census Area, Alaska",12230,61.9,18.3,2525
0500000US02060,"Bristol Bay Borough, Alaska",720,75.6,8.1,33
0500000US02068,"Denali Borough, Alaska",2011,77.9,3,336
0500000US02070,"Dillingham Census Area, Alaska",3602,63.8,11.9,425
0500000US02090,"Fairbanks North Star Borough, Alaska",77606,72.8,7,4543
0500000US02100,"Haines Borough, Alaska",2008,68.7,3.7,87
0500000US02105,"Hoonah-Angoon Census Area, Alaska",1827,65.8,10.9,132
0500000US02110,"Juneau City and Borough, Alaska",26168,72.4,5.8,1517
0500000US02122,"Kenai Peninsula Borough, Alaska",46420,60.1,7.8,4120
0500000US02130,"Ketchikan Gateway Borough, Alaska",11024,70,6.6,822
0500000US02150,"Kodiak Island Borough, Alaska",10417,75.6,5.2,694
0500000US02158,"Kusilvak Census Area, Alaska",5184,56.8,28.9,1542
0500000US02164,"Lake and Peninsula Borough, Alaska",1056,66.8,15.7,128
0500000US02170,"Matanuska-Susitna Borough, Alaska",78437,61.3,9.5,6231
0500000US02180,"Nome Census Area, Alaska",6886,64.5,16.7,1137
0500000US02185,"North Slope Borough, Alaska",7530,80.3,9,488
0500000US02188,"Northwest Arctic Borough, Alaska",5279,61.4,18.7,940
0500000US02195,"Petersburg Borough, Alaska",2597,63.8,4.3,116
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",5099,62.2,12.1,553
0500000US02220,"Sitka City and Borough, Alaska",7058,71.5,4.4,436
0500000US02230,"Skagway Municipality, Alaska",904,82.5,6.8,36
0500000US02240,"Southeast Fairbanks Census Area, Alaska",5186,64.7,10.2,386
0500000US02261,"Valdez-Cordova Census Area, Alaska",7289,72.4,6.6,520
0500000US02275,"Wrangell City and Borough, Alaska",2070,57.7,5.6,140
0500000US02282,"Yakutat City and Borough, Alaska",518,73.4,6.1,28
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",4092,64.2,18.8,726
0500000US04001,"Apache County, Arizona",54045,38.6,12,12925
0500000US04003,"Cochise County, Arizona",101377,49.5,7.2,10417
0500000US04005,"Coconino County, Arizona",114113,62.9,7.5,15333
0500000US04007,"Gila County, Arizona",43569,46.4,10.2,6067
0500000US04009,"Graham County, Arizona",28750,49.3,9.4,3288
0500000US04011,"Greenlee County, Arizona",7125,57.5,6.9,555
0500000US04012,"La Paz County, Arizona",17724,39.7,8,2046
0500000US04013,"Maricopa County, Arizona",3329961,63.9,5.5,327900
0500000US04015,"Mohave County, Arizona",173770,45,8.9,20398
0500000US04017,"Navajo County, Arizona",82143,47.6,14.8,15288
0500000US04019,"Pima County, Arizona",826613,58.4,7.6,97782
0500000US04021,"Pinal County, Arizona",332316,49.1,7.8,29205
0500000US04023,"Santa Cruz County, Arizona",35433,53.1,8.3,4927
0500000US04025,"Yavapai County, Arizona",191513,47.1,6.7,17539
0500000US04027,"Yuma County, Arizona",160374,54.8,9.9,19246
0500000US05001,"Arkansas County, Arkansas",14579,57,6.3,1928
0500000US05003,"Ashley County, Arkansas",16167,51.3,6.9,2061
0500000US05005,"Baxter County, Arkansas",34881,48.6,4.3,3029
0500000US05007,"Benton County, Arkansas",197430,65.3,2.7,12751
0500000US05009,"Boone County, Arkansas",29661,57,4.4,2708
0500000US05011,"Bradley County, Arkansas",8592,53.3,8,1293
0500000US05013,"Calhoun County, Arkansas",4292,53.5,6.1,340
0500000US05015,"Carroll County, Arkansas",22412,55.6,4.7,2114
0500000US05017,"Chicot County, Arkansas",8637,46,9.7,1385
0500000US05019,"Clark County, Arkansas",18620,57.9,2.7,2420
0500000US05021,"Clay County, Arkansas",12104,54.4,5,1671
0500000US05023,"Cleburne County, Arkansas",21054,51,4.7,1915
0500000US05025,"Cleveland County, Arkansas",6583,52,5.5,703
0500000US05027,"Columbia County, Arkansas",19563,53.9,10.2,2975
0500000US05029,"Conway County, Arkansas",16512,57.2,5.9,2043
0500000US05031,"Craighead County, Arkansas",82418,63,5.8,10855
0500000US05033,"Crawford County, Arkansas",48792,56.3,5.1,5132
0500000US05035,"Crittenden County, Arkansas",37033,60.8,9.4,5028
0500000US05037,"Cross County, Arkansas",13439,59.3,5.7,1428
0500000US05039,"Dallas County, Arkansas",6013,51.5,4.9,518
0500000US05041,"Desha County, Arkansas",9212,53.8,10.7,1669
0500000US05043,"Drew County, Arkansas",14954,55.6,5.8,2118
0500000US05045,"Faulkner County, Arkansas",96793,62.3,4.7,12683
0500000US05047,"Franklin County, Arkansas",14171,49.4,3,2068
0500000US05049,"Fulton County, Arkansas",9914,43.7,6.6,1447
0500000US05051,"Garland County, Arkansas",80534,53.9,7.1,9644
0500000US05053,"Grant County, Arkansas",14497,56.4,7.1,1582
0500000US05055,"Greene County, Arkansas",34974,58.3,7,3563
0500000US05057,"Hempstead County, Arkansas",16885,55.4,5.5,2371
0500000US05059,"Hot Spring County, Arkansas",27356,52.3,7.5,3094
0500000US05061,"Howard County, Arkansas",10289,57.7,6.4,1084
0500000US05063,"Independence County, Arkansas",29311,55.7,4.9,3280
0500000US05065,"Izard County, Arkansas",11357,45.2,9.3,1120
0500000US05067,"Jackson County, Arkansas",14128,42.2,6.6,1570
0500000US05069,"Jefferson County, Arkansas",56399,51.3,10,7368
0500000US05071,"Johnson County, Arkansas",20534,52.6,4.1,3004
0500000US05073,"Lafayette County, Arkansas",5727,48.8,5.8,794
0500000US05075,"Lawrence County, Arkansas",13391,53.2,7.2,1648
0500000US05077,"Lee County, Arkansas",7895,40.5,15.3,1141
0500000US05079,"Lincoln County, Arkansas",11608,30,3.5,818
0500000US05081,"Little River County, Arkansas",9983,54,10.8,1091
0500000US05083,"Logan County, Arkansas",17549,54.5,8.8,2392
0500000US05085,"Lonoke County, Arkansas",55508,62.3,4.2,4710
0500000US05087,"Madison County, Arkansas",12857,54.7,6.4,1554
0500000US05089,"Marion County, Arkansas",13755,42,7.9,1854
0500000US05091,"Miller County, Arkansas",34695,55.2,8.1,4673
0500000US05093,"Mississippi County, Arkansas",32924,58.1,9.3,5586
0500000US05095,"Monroe County, Arkansas",5951,53.8,6.8,938
0500000US05097,"Montgomery County, Arkansas",7504,46.4,5.7,886
0500000US05099,"Nevada County, Arkansas",6716,49.7,5.6,1054
0500000US05101,"Newton County, Arkansas",6484,48.5,2,577
0500000US05103,"Ouachita County, Arkansas",19156,55.4,7.2,2951
0500000US05105,"Perry County, Arkansas",8220,49.2,6.8,921
0500000US05107,"Phillips County, Arkansas",14594,52.4,10.5,2907
0500000US05109,"Pike County, Arkansas",8691,54.8,4.5,997
0500000US05111,"Poinsett County, Arkansas",19017,53.3,5.9,2531
0500000US05113,"Polk County, Arkansas",16070,49.9,9,2729
0500000US05115,"Pope County, Arkansas",50692,57.1,6.2,6907
0500000US05117,"Prairie County, Arkansas",6766,54.7,6.4,685
0500000US05119,"Pulaski County, Arkansas",310864,63.3,5.2,34902
0500000US05121,"Randolph County, Arkansas",13913,51.3,4.2,1836
0500000US05123,"St. Francis County, Arkansas",21205,44.6,8,3021
0500000US05125,"Saline County, Arkansas",93508,62.8,3.9,5308
0500000US05127,"Scott County, Arkansas",8059,52.1,10.3,1255
0500000US05129,"Searcy County, Arkansas",6517,49.5,3,974
0500000US05131,"Sebastian County, Arkansas",100052,59.9,4.9,13550
0500000US05133,"Sevier County, Arkansas",12853,61.5,5.2,1728
0500000US05135,"Sharp County, Arkansas",13807,44.8,5,1962
0500000US05137,"Stone County, Arkansas",10303,47.1,6.4,1506
0500000US05139,"Union County, Arkansas",31098,54.9,7.3,4217
0500000US05141,"Van Buren County, Arkansas",13692,44.7,7.2,1601
0500000US05143,"Washington County, Arkansas",177873,64.8,4.4,22556
0500000US05145,"White County, Arkansas",62339,54.8,5.8,7017
0500000US05147,"Woodruff County, Arkansas",5383,51.5,8.9,912
0500000US05149,"Yell County, Arkansas",16799,56.7,5.6,1789
0500000US06001,"Alameda County, California",1335756,66.9,5.1,102450
0500000US06003,"Alpine County, California",934,47.6,17.8,149
0500000US06005,"Amador County, California",32677,44.6,8.6,1938
0500000US06007,"Butte County, California",186682,55.8,8.7,29200
0500000US06009,"Calaveras County, California",38555,47.4,6.1,3301
0500000US06011,"Colusa County, California",16229,62.8,5.1,1460
0500000US06013,"Contra Costa County, California",902257,64.7,6.1,58507
0500000US06015,"Del Norte County, California",22005,43.8,8.3,2992
0500000US06017,"El Dorado County, California",153562,57.9,6.2,10310
0500000US06019,"Fresno County, California",727089,60.8,9.4,114920
0500000US06021,"Glenn County, California",21351,55.3,6.8,2681
0500000US06023,"Humboldt County, California",112208,59.1,8,18477
0500000US06025,"Imperial County, California",133957,53.1,15.3,19197
0500000US06027,"Inyo County, California",14865,57.4,5.2,961
0500000US06029,"Kern County, California",652959,58.2,10.3,92989
0500000US06031,"Kings County, California",113475,54.8,8.4,13838
0500000US06033,"Lake County, California",52331,50,9.8,8101
0500000US06035,"Lassen County, California",26739,35.1,6.1,1675
0500000US06037,"Los Angeles County, California",8115158,64.5,6.8,871418
0500000US06039,"Madera County, California",117191,53.8,8.3,14498
0500000US06041,"Marin County, California",212991,64.2,3.8,11265
0500000US06043,"Mariposa County, California",15019,51.5,8.7,1583
0500000US06045,"Mendocino County, California",71065,58.6,9.2,9282
0500000US06047,"Merced County, California",197980,59.4,12.7,28442
0500000US06049,"Modoc County, California",7429,45.8,8.1,732
0500000US06051,"Mono County, California",11803,73.1,3.1,928
0500000US06053,"Monterey County, California",331250,60.6,5.4,28349
0500000US06055,"Napa County, California",114489,65.2,5,6459
0500000US06057,"Nevada County, California",84229,55.2,6.4,6684
0500000US06059,"Orange County, California",2538090,65.6,5.1,198039
0500000US06061,"Placer County, California",304646,60.2,4.9,17066
0500000US06063,"Plumas County, California",15985,50.4,6.4,1444
0500000US06065,"Riverside County, California",1842591,60.1,8.6,179586
0500000US06067,"Sacramento County, California",1186871,62.5,7.4,130484
0500000US06069,"San Benito County, California",45675,68.2,7.4,2772
0500000US06071,"San Bernardino County, California",1628558,60.7,8.8,183131
0500000US06073,"San Diego County, California",2656740,65.7,6.4,232841
0500000US06075,"San Francisco County, California",764514,70.8,4.7,61570
0500000US06077,"San Joaquin County, California",553741,60.5,8.7,58933
0500000US06079,"San Luis Obispo County, California",236821,58,4.6,23386
0500000US06081,"San Mateo County, California",622386,68.7,4.1,31015
0500000US06083,"Santa Barbara County, California",355380,64,6.1,35808
0500000US06085,"Santa Clara County, California",1537154,67.4,4.8,88440
0500000US06087,"Santa Cruz County, California",226263,63.7,6.3,24161
0500000US06089,"Shasta County, California",144873,53.3,6.2,17417
0500000US06091,"Sierra County, California",2540,51.6,4.6,163
0500000US06093,"Siskiyou County, California",35851,50.7,7.9,4845
0500000US06095,"Solano County, California",351136,63.2,7,24776
0500000US06097,"Sonoma County, California",412126,65,5.1,30669
0500000US06099,"Stanislaus County, California",408846,60.9,10.5,44633
0500000US06101,"Sutter County, California",73619,58.8,9.7,7909
0500000US06103,"Tehama County, California",50022,53.6,9.3,7369
0500000US06105,"Trinity County, California",11015,47.2,8.6,1480
0500000US06107,"Tulare County, California",332597,58.9,9.4,56875
0500000US06109,"Tuolumne County, California",46031,48.8,6.8,4020
0500000US06111,"Ventura County, California",672054,65.7,5.9,42913
0500000US06113,"Yolo County, California",174246,59.8,6.5,27665
0500000US06115,"Yuba County, California",56589,58.7,8.4,7064
0500000US08001,"Adams County, Colorado",375829,71.3,4.4,29693
0500000US08003,"Alamosa County, Colorado",12928,58.8,9.3,2345
0500000US08005,"Arapahoe County, Colorado",500149,71.4,4.4,32254
0500000US08007,"Archuleta County, Colorado",10884,56.8,5.8,819
0500000US08009,"Baca County, Colorado",2919,57.3,2.5,343
0500000US08011,"Bent County, Colorado",5013,32.8,7.2,484
0500000US08013,"Boulder County, Colorado",265772,68.6,4.8,26500
0500000US08014,"Broomfield County, Colorado",52250,73.1,3.6,2088
0500000US08015,"Chaffee County, Colorado",16506,54,2.8,1089
0500000US08017,"Cheyenne County, Colorado",1423,63.5,7.5,128
0500000US08019,"Clear Creek County, Colorado",8144,66.2,1.9,341
0500000US08021,"Conejos County, Colorado",6161,52.8,11.5,895
0500000US08023,"Costilla County, Colorado",3119,46.4,11.1,606
0500000US08025,"Crowley County, Colorado",5005,43.7,16.1,635
0500000US08027,"Custer County, Colorado",3919,38.4,6.5,374
0500000US08029,"Delta County, Colorado",24876,47.9,8.5,2510
0500000US08031,"Denver County, Colorado",565681,71.7,4,55000
0500000US08033,"Dolores County, Colorado",1493,57.9,1,133
0500000US08035,"Douglas County, Colorado",249787,73,3,6487
0500000US08037,"Eagle County, Colorado",43557,78.9,2.2,2446
0500000US08039,"Elbert County, Colorado",20263,68.4,2.7,698
0500000US08041,"El Paso County, Colorado",537548,67.7,6.2,41030
0500000US08043,"Fremont County, Colorado",40157,37.7,6,3044
0500000US08045,"Garfield County, Colorado",45135,72.7,4.3,2610
0500000US08047,"Gilpin County, Colorado",5065,73.7,2.4,160
0500000US08049,"Grand County, Colorado",12783,71.2,5.2,1108
0500000US08051,"Gunnison County, Colorado",14008,72.5,5.8,1701
0500000US08053,"Hinsdale County, Colorado",754,55.7,3.8,66
0500000US08055,"Huerfano County, Colorado",5576,48.5,4.1,525
0500000US08057,"Jackson County, Colorado",1056,65.1,2.2,97
0500000US08059,"Jefferson County, Colorado",468288,69.4,3.7,24772
0500000US08061,"Kiowa County, Colorado",1082,64,2.9,59
0500000US08063,"Kit Carson County, Colorado",6025,62.6,4.9,341
0500000US08065,"Lake County, Colorado",6524,67,5.5,818
0500000US08067,"La Plata County, Colorado",45680,67.4,4.1,2921
0500000US08069,"Larimer County, Colorado",278231,67.2,5,27537
0500000US08071,"Las Animas County, Colorado",11923,54.7,7.7,1393
0500000US08073,"Lincoln County, Colorado",4575,34.4,3,211
0500000US08075,"Logan County, Colorado",17547,63.6,4.1,1842
0500000US08077,"Mesa County, Colorado",120743,62.6,7.8,13238
0500000US08079,"Mineral County, Colorado",750,57.2,1.6,84
0500000US08081,"Moffat County, Colorado",10109,64.6,4.1,1047
0500000US08083,"Montezuma County, Colorado",20679,57,5.1,2104
0500000US08085,"Montrose County, Colorado",33205,56.1,7,3455
0500000US08087,"Morgan County, Colorado",21640,63.9,4.4,1432
0500000US08089,"Otero County, Colorado",14617,52.2,8.4,2464
0500000US08091,"Ouray County, Colorado",4110,60,4.9,368
0500000US08093,"Park County, Colorado",14699,65,5.4,623
0500000US08095,"Phillips County, Colorado",3327,62,1.7,180
0500000US08097,"Pitkin County, Colorado",15391,79.8,4.3,856
0500000US08099,"Prowers County, Colorado",9333,62.1,7.6,1195
0500000US08101,"Pueblo County, Colorado",131204,56.6,8.4,16653
0500000US08103,"Rio Blanco County, Colorado",4944,62.6,5.2,335
0500000US08105,"Rio Grande County, Colorado",9111,54.3,9.5,1095
0500000US08107,"Routt County, Colorado",20919,72.4,3,1658
0500000US08109,"Saguache County, Colorado",5198,51.9,6.9,543
0500000US08111,"San Juan County, Colorado",485,65.8,2.8,20
0500000US08113,"San Miguel County, Colorado",6650,78.3,2.6,529
0500000US08115,"Sedgwick County, Colorado",1863,55.8,6.7,187
0500000US08117,"Summit County, Colorado",26020,78.9,3.5,1831
0500000US08119,"Teller County, Colorado",20223,61.9,6.3,1266
0500000US08121,"Washington County, Colorado",3877,60.9,2.7,235
0500000US08123,"Weld County, Colorado",224773,68.2,4.5,16854
0500000US08125,"Yuma County, Colorado",7643,68.5,2.6,547
0500000US09001,"Fairfield County, Connecticut",754186,67.8,7,45696
0500000US09003,"Hartford County, Connecticut",728562,65.8,6.5,52384
0500000US09005,"Litchfield County, Connecticut",153270,67.1,5.2,7522
0500000US09007,"Middlesex County, Connecticut",137404,68.1,4.7,6654
0500000US09009,"New Haven County, Connecticut",705188,65.3,7,55827
0500000US09011,"New London County, Connecticut",221822,67.1,6.2,14532
0500000US09013,"Tolland County, Connecticut",128117,66.4,5.2,6989
0500000US09015,"Windham County, Connecticut",96042,66.2,6.3,6936
0500000US10001,"Kent County, Delaware",138560,62.5,5.9,12063
0500000US10003,"New Castle County, Delaware",448732,65.3,6.3,35963
0500000US10005,"Sussex County, Delaware",182501,56.3,4.9,12938
0500000US11001,"District of Columbia, District of Columbia",573275,70.1,7.4,65150
0500000US12001,"Alachua County, Florida",220874,59.7,6.1,37955
0500000US12003,"Baker County, Florida",21823,52.3,5.5,2010
0500000US12005,"Bay County, Florida",147639,60.7,6,14725
0500000US12007,"Bradford County, Florida",22163,44.8,5.9,2423
0500000US12009,"Brevard County, Florida",483529,54.4,6.2,40487
0500000US12011,"Broward County, Florida",1548232,65.8,6.6,134862
0500000US12013,"Calhoun County, Florida",11692,44.2,6.9,892
0500000US12015,"Charlotte County, Florida",157559,41.7,7.3,10132
0500000US12017,"Citrus County, Florida",124572,40.2,8.6,12288
0500000US12019,"Clay County, Florida",164191,62.5,7.5,12697
0500000US12021,"Collier County, Florida",306944,52.8,4.6,22520
0500000US12023,"Columbia County, Florida",55717,51.5,9.5,5760
0500000US12027,"DeSoto County, Florida",30080,46.6,5,5680
0500000US12029,"Dixie County, Florida",13784,36.6,5.5,1982
0500000US12031,"Duval County, Florida",736370,65.7,6.6,74954
0500000US12033,"Escambia County, Florida",253420,60.4,6.5,22009
0500000US12035,"Flagler County, Florida",90732,47.5,5.5,6728
0500000US12037,"Franklin County, Florida",9984,45,7.5,1093
0500000US12039,"Gadsden County, Florida",36778,48.4,7.8,5380
0500000US12041,"Gilchrist County, Florida",14590,49.5,6.1,1644
0500000US12043,"Glades County, Florida",11359,37.1,10.8,929
0500000US12045,"Gulf County, Florida",13765,44.6,7.4,1063
0500000US12047,"Hamilton County, Florida",11861,36.1,14.6,1719
0500000US12049,"Hardee County, Florida",20696,51.4,6,2968
0500000US12051,"Hendry County, Florida",30659,59.8,8.3,5585
0500000US12053,"Hernando County, Florida",152965,46.8,7.4,14226
0500000US12055,"Highlands County, Florida",86414,42.6,10.8,9982
0500000US12057,"Hillsborough County, Florida",1099131,64.9,6.1,116550
0500000US12059,"Holmes County, Florida",16046,46.1,10.7,2634
0500000US12061,"Indian River County, Florida",128348,47.8,7.1,9434
0500000US12063,"Jackson County, Florida",40615,44.3,8.8,4507
0500000US12065,"Jefferson County, Florida",12053,45.8,4.9,988
0500000US12067,"Lafayette County, Florida",7122,39.9,13.5,808
0500000US12069,"Lake County, Florida",277084,52.5,6.5,20835
0500000US12071,"Lee County, Florida",603414,52.7,5.9,50926
0500000US12073,"Leon County, Florida",240470,65.7,7.8,39224
0500000US12075,"Levy County, Florida",32804,48.9,6.8,4259
0500000US12077,"Liberty County, Florida",7167,38.2,11.3,505
0500000US12079,"Madison County, Florida",15393,42.5,5.7,2276
0500000US12081,"Manatee County, Florida",311554,53.6,5.9,23836
0500000US12083,"Marion County, Florida",290875,46.4,8.8,28584
0500000US12085,"Martin County, Florida",134443,51.8,5.3,8500
0500000US12086,"Miami-Dade County, Florida",2225127,62.5,6.3,249276
0500000US12087,"Monroe County, Florida",66241,64.7,2.9,5019
0500000US12089,"Nassau County, Florida",66527,58.1,4.7,4584
0500000US12091,"Okaloosa County, Florida",160704,63.5,5.6,12567
0500000US12093,"Okeechobee County, Florida",32980,48.1,7.1,4311
0500000US12095,"Orange County, Florida",1056717,66.7,6,117916
0500000US12097,"Osceola County, Florida",265154,62.6,6.3,28104
0500000US12099,"Palm Beach County, Florida",1199454,59.8,6.5,94604
0500000US12101,"Pasco County, Florida",419278,53.4,6.5,36745
0500000US12103,"Pinellas County, Florida",817802,58,5.7,69128
0500000US12105,"Polk County, Florida",535543,54.9,6.9,54156
0500000US12107,"Putnam County, Florida",58773,47.5,10.5,9508
0500000US12109,"St. Johns County, Florida",190328,60,4.9,12386
0500000US12111,"St. Lucie County, Florida",251190,53.8,6.5,23748
0500000US12113,"Santa Rosa County, Florida",137129,58.5,5.6,8940
0500000US12115,"Sarasota County, Florida",359861,48.5,4.7,20533
0500000US12117,"Seminole County, Florida",369943,65.2,5.6,29711
0500000US12119,"Sumter County, Florida",113104,23.6,4.7,4500
0500000US12121,"Suwannee County, Florida",35583,51,7.3,4113
0500000US12123,"Taylor County, Florida",18353,37.7,6.2,1866
0500000US12125,"Union County, Florida",12682,32.2,8.7,945
0500000US12127,"Volusia County, Florida",444927,52.4,5.6,45071
0500000US12129,"Wakulla County, Florida",25829,54.9,5.2,1841
0500000US12131,"Walton County, Florida",53932,57.9,5.2,4902
0500000US12133,"Washington County, Florida",20237,46.2,8.7,2805
0500000US13001,"Appling County, Georgia",14381,54,5.9,2081
0500000US13003,"Atkinson County, Georgia",6248,55.8,9.2,1131
0500000US13005,"Bacon County, Georgia",8628,50.7,5.3,1483
0500000US13007,"Baker County, Georgia",2633,49.5,4,414
0500000US13009,"Baldwin County, Georgia",37591,52.2,9.4,6250
0500000US13011,"Banks County, Georgia",14796,55.7,5.3,1355
0500000US13013,"Barrow County, Georgia",58691,64,5.1,4928
0500000US13015,"Bartow County, Georgia",81090,62.8,5.6,7217
0500000US13017,"Ben Hill County, Georgia",13359,49.7,4.7,2505
0500000US13019,"Berrien County, Georgia",14957,52.4,8.6,2822
0500000US13021,"Bibb County, Georgia",120201,56.9,8.8,19013
0500000US13023,"Bleckley County, Georgia",10338,44.2,7.4,1235
0500000US13025,"Brantley County, Georgia",14554,49.3,5.8,2479
0500000US13027,"Brooks County, Georgia",12647,51.1,10.2,1907
0500000US13029,"Bryan County, Georgia",26693,67.8,7.3,2536
0500000US13031,"Bulloch County, Georgia",61320,59.4,8.6,12248
0500000US13033,"Burke County, Georgia",17390,54.9,5,2419
0500000US13035,"Butts County, Georgia",19323,48.9,5.6,2693
0500000US13037,"Calhoun County, Georgia",5433,35.1,15,691
0500000US13039,"Camden County, Georgia",41008,65.1,7.3,3128
0500000US13043,"Candler County, Georgia",8433,54.1,6.3,1710
0500000US13045,"Carroll County, Georgia",91456,60.6,7.9,11443
0500000US13047,"Catoosa County, Georgia",52889,62.5,3.9,3475
0500000US13049,"Charlton County, Georgia",10655,44.9,12.2,1567
0500000US13051,"Chatham County, Georgia",231090,65,8,25171
0500000US13053,"Chattahoochee County, Georgia",8538,80.2,9.6,512
0500000US13055,"Chattooga County, Georgia",19894,49,8.2,2388
0500000US13057,"Cherokee County, Georgia",188094,68.1,4.3,10301
0500000US13059,"Clarke County, Georgia",105156,59.9,6.4,25161
0500000US13061,"Clay County, Georgia",2462,43,17.3,631
0500000US13063,"Clayton County, Georgia",208902,66.4,8.5,26085
0500000US13065,"Clinch County, Georgia",5118,47.2,6.6,1371
0500000US13067,"Cobb County, Georgia",585321,70.2,5,41171
0500000US13069,"Coffee County, Georgia",33577,51.9,4.6,4368
0500000US13071,"Colquitt County, Georgia",34737,57.9,6.8,5612
0500000US13073,"Columbia County, Georgia",114038,63.7,5.2,7249
0500000US13075,"Cook County, Georgia",13282,56.2,5.2,2082
0500000US13077,"Coweta County, Georgia",109381,66,4.7,8393
0500000US13079,"Crawford County, Georgia",10083,51.3,9.6,1361
0500000US13081,"Crisp County, Georgia",17783,56.4,12.2,3716
0500000US13083,"Dade County, Georgia",13540,57.2,4.1,1229
0500000US13085,"Dawson County, Georgia",19482,60.5,4,1333
